elem_index,area_name,onrc,surf_class,treat_2022,reason_2022,comment_2022,treat_2023,reason_2023,comment_2023,treat_2024,reason_2024,comment_2024,treat_2025,reason_2025,comment_2025,treat_2026,reason_2026,comment_2026,treat_2027,reason_2027,comment_2027,treat_2028,reason_2028,comment_2028,treat_2029,reason_2029,comment_2029,treat_2030,reason_2030,comment_2030,treat_2031,reason_2031,comment_2031,treat_2032,reason_2032,comment_2032,treat_2033,reason_2033,comment_2033,treat_2034,reason_2034,comment_2034,treat_2035,reason_2035,comment_2035,treat_2036,reason_2036,comment_2036
1188,CRACROFT MARONAN ROAD_3747_id_144,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.08; sdi =1.86; age =21.6,mesh_cracks =2.55; shoving =1.57; potholes =1.5,,,,,,,,,,,,
1189,DUNNS RD_2332_id_5133,Primary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.89; sdi =1.59; age =11.1,mesh_cracks =3.07; shoving =0.97; potholes =0.22,,,,,,,,,
1190,ANDREWS STREET_466_id_11,Access,seal,,,,SecondCoat,pdi =1.82; sdi =1.82; age =12.1,mesh_cracks =6.06; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.92; sdi =3.3; age =10,mesh_cracks =7.41; shoving =0.82; potholes =0.39,,,,,,
1191,EALING ROAD_8444_id_179,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,TAIPARI STREET_39_id_568,Secondary Collector,seal,,,,,,,,,,ChipSeal,pdi =1.45; sdi =0.52; age =19.7,mesh_cracks =0.33; shoving =0.24; potholes =0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.57; sdi =1.74; age =10,mesh_cracks =1.24; shoving =0.84; potholes =0.42
1193,PRAGNELL STREET_4_id_311,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.08; sdi =1.12; age =16.3,mesh_cracks =1.65; shoving =0; potholes =0.01,,,,,,,,,
1194,PANTON ST_62_id_5543,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,HAWFORD RD 2 NORTH FORD RD_0_id_3539,Secondary Collector,seal,,,,SecondCoat,pdi =0.59; sdi =0.59; age =19.5,mesh_cracks =1.98; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.98; sdi =2.79; age =10,mesh_cracks =1.94; shoving =1.58; potholes =1.35,,,,,,
1196,CENTENNIAL PARK SCENIC DRIVE_1773_id_1869,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.97; sdi =1.38; age =14.8,mesh_cracks =1.52; shoving =1.27; potholes =1.26,,,,,,,,,,,,,,,
1197,CASHMERE OAKS DRIVE_26_id_428,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC,pdi =2.95; sdi =1.8; age =29.7,mesh_cracks =1.92; shoving =1.57; potholes =1.01
1198,CAT HILL RD_00336,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.04; sdi =1.91; age =23.1,mesh_cracks =2.08; shoving =1.82; potholes =1.81,,,,,,,,,
1199,GEMSTONE DR/TOPAZ ST/EMERALD HILL D_00000,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,ThinAC,pdi =1.67; sdi =1.55; age =12,mesh_cracks =2.43; shoving =0.96; potholes =0.37,,,,,,,,,,,,,,,,,,,,,
1200,TE ORE ORE BIDEFORD ROAD_22006_id_270,Primary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.88; sdi =1.76; age =14.4,mesh_cracks =2.15; shoving =1.4; potholes =0.67,,,
1201,TAHARA CRESCENT_6_id_565,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.03; sdi =1.76; age =17,mesh_cracks =1.89; shoving =1.56; potholes =0.96,,,,,,,,,,,,,,,
1202,ASHBURTON STAVELEY ROAD_3200_id_37,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,RANGITATA GORGE ROAD_5972_id_750,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.96; sdi =1.73; age =30.3,mesh_cracks =2.18; shoving =1.57; potholes =1.52,,,,,,,,,,,,
1204,TWIN OAK AVENUE_339_id_2039,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,STATION ROAD_4200_id_893,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.98; sdi =1.85; age =15.8,mesh_cracks =2.1; shoving =1.6; potholes =0.99,,,,,,
1206,CORBETTS ROAD SOUTH_800_id_140,Low Volume,seal,,,,,,,,,,ChipSeal,pdi =1.71; sdi =0.23; age =18.5,mesh_cracks =0.24; shoving =5.13; potholes =0.22,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.05; sdi =1.11; age =8,mesh_cracks =1; shoving =4.62; potholes =0.21,,,,,,
1207,LEADER RD EAST_12350,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.11; sdi =2.06; age =15.1,mesh_cracks =2.73; shoving =1.44; potholes =0.81,,,,,,
1208,MALDON STREET_411_id_366,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,ISLEWORTH ROAD_12258_id_292,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.01; sdi =2.28; age =17.6,mesh_cracks =2.45; shoving =1.58; potholes =1.51,,,,,,,,,,,,
1210,CARLISLE PLACE_6_id_155,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,OKUTI VALLEY ROAD_3914_id_5135,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.3; sdi =2.58; age =26.1,mesh_cracks =2.3; shoving =2.15; potholes =2.15,,,,,,
1212,NORTHSIDE DRIVE_175_id_5856,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,FOX ST_382_id_5367,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,NEWTON STREET_19_id_412,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UH,pdi =100; sdi =38.66; age =11.5,mesh_cracks =125.98; shoving =127.48; potholes =0.66,,,,,,
1215,WHANGAEHU VALLEY ROAD_10315_id_405,Arterial,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.96; sdi =2.04; age =11.5,mesh_cracks =1.35; shoving =3.37; potholes =0.46,,,,,,,,,,,,
1216,TRENEGLOS STREET_30_id_952,Arterial,ac,,,,,,,,,,,,,RehabAC_UH,pdi =90.66; sdi =55.18; age =18.7,mesh_cracks =172.63; shoving =52.45; potholes =15.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC,pdi =2.67; sdi =1.53; age =10,mesh_cracks =2.95; shoving =0.82; potholes =0.23
1217,PLATEAU ROAD_02319,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.8; sdi =1.23; age =18,mesh_cracks =1.6; shoving =1.04; potholes =1.04,,,,,,,,,,,,,,,,,,
1218,MARJORIE ST_0_id_5486,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.1; sdi =1.71; age =11.1,mesh_cracks =1.83; shoving =1.43; potholes =0.82,,,,,,
1219,RANGITATA GORGE ROAD_5150_id_750,Secondary Collector,seal,,,,SecondCoat,pdi =0; sdi =0; age =0.4,mesh_cracks =0; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.87; sdi =2.61; age =11,mesh_cracks =1.85; shoving =1.61; potholes =1.25,,,
1220,KOPUKAIROA BOULEVARD/TAMAPAHORE BOULEVARD RAB_0_id_10893,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,BRISBANE ST_554_id_349,Secondary Collector,seal,,,,RehabCS_UM,pdi =66.35; sdi =26.25; age =31.2,mesh_cracks =86.79; shoving =6.6; potholes =0.13,SecondCoat,pdi =0; sdi =0; age =0,mesh_cracks =0; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.92; sdi =2.58; age =10,mesh_cracks =1.82; shoving =1.54; potholes =1.37,,,
1222,MOORHOUSE ROAD_3204_id_421,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,GILLESPIES ROAD_00708,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,AKATARAWA ROAD_19906,Secondary Collector,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =1.38; sdi =1.86; age =22.2,mesh_cracks =1.16; shoving =0.52; potholes =0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,DAVIDSON STREET_200_id_154,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.9; sdi =2.12; age =24.7,mesh_cracks =1.59; shoving =1.28; potholes =0.21,,,,,,,,,,,,,,,
1226,ROWE PL_0_id_2092,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,ST JOHNS AVENUE_6_id_883,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.19; sdi =1.46; age =13.4,mesh_cracks =1.76; shoving =1.11; potholes =0.49,,,,,,
1228,SEABRIDGE ROAD_0_id_5260,Low Volume,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =1.34; sdi =1.61; age =20.7,mesh_cracks =0.52; shoving =3.02; potholes =0.81,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.99; sdi =1.53; age =8,mesh_cracks =1.4; shoving =3.47; potholes =0.64
1229,MARINE PDE 4 BERESFORD TO CASPIAN_3300_id_3188,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.72; sdi =1.36; age =8.3,mesh_cracks =1.65; shoving =1.1; potholes =0.48,,,,,,,,,,,,,,,,,,,,,
1230,POIKE ROAD_1217_id_469,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.83; sdi =12.01; age =23.7,mesh_cracks =1.29; shoving =1.07; potholes =1.05,,,,,,,,,,,,,,,,,,
1231,STAWELL AVENUE_5_id_547,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.05; sdi =1.37; age =25,mesh_cracks =1.51; shoving =1.27; potholes =1.25,,,,,,,,,,,,,,,
1232,CRANE STREET_275_id_118,Access,seal,,,,,,,ChipSeal,pdi =1.47; sdi =0.11; age =18,mesh_cracks =0.13; shoving =0.11; potholes =0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.08; sdi =1.42; age =10,mesh_cracks =1.02; shoving =0.83; potholes =0.24,,,
1233,CATHERINE ST_676_id_5278,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.9; sdi =1.11; age =20.1,mesh_cracks =1.17; shoving =2.13; potholes =1.11,,,,,,,,,,,,,,,,,,
1234,TAIKO ROAD_11600_id_910,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.13; sdi =1.95; age =15.8,mesh_cracks =2.42; shoving =1.63; potholes =0.99,,,,,,,,,,,,
1235,PRINCESS ROAD_844_id_474,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC,pdi =2.27; sdi =1.6; age =28.7,mesh_cracks =1.68; shoving =1.39; potholes =0.79,,,,,,
1236,EAST ELLINGTON DRV_407_id_3617,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC,pdi =2.1; sdi =1.41; age =23.3,mesh_cracks =4.68; shoving =0; potholes =0,,,,,,,,,,,,,,,
1237,KENTUCKY STREET_00046,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.78; sdi =1.71; age =15.3,mesh_cracks =1.94; shoving =1.43; potholes =0.82,,,,,,,,,,,,,,,,,,
1238,SUNNYVIEW DRIVE_00000,Access,seal,,,,,,,,,,,,,ChipSeal,pdi =1.44; sdi =1.55; age =29,mesh_cracks =2.55; shoving =0.37; potholes =0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,MOORE STREET_0_id_617,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.97; sdi =1.59; age =10.4,mesh_cracks =1.68; shoving =1.38; potholes =0.78,,,,,,,,,,,,,,,
1240,TUPAEA PLACE_17_id_611,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.94; sdi =8.61; age =29.6,mesh_cracks =1.86; shoving =1.58; potholes =0.99,,,,,,,,,,,,,,,
1241,TAUPO AVENUE_397_id_837,Primary Collector,ac,,,,,,,,,,,,,ThinAC,pdi =1.7; sdi =1.88; age =15,mesh_cracks =4.27; shoving =0.39; potholes =0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC,pdi =2.34; sdi =1.51; age =10,mesh_cracks =2.95; shoving =0.81; potholes =0.1
1242,TURTON STREET_0_id_604,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,FORKS ROAD_6480_id_209,Secondary Collector,seal,,,,,,,ChipSeal,pdi =3.93; sdi =2.89; age =9.3,mesh_cracks =8.67; shoving =4.26; potholes =0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,SAILS ST_241_id_2125,Access,seal,,,,SecondCoat,pdi =3.64; sdi =5.93; age =25.5,mesh_cracks =12; shoving =0; potholes =0.18,,,,,,,,,,,,,,,,ChipSeal,pdi =2.84; sdi =3.09; age =5,mesh_cracks =7.57; shoving =0.7; potholes =0.1,,,,,,,,,,,,,,,,ChipSeal,pdi =2.22; sdi =2.48; age =5,mesh_cracks =5.49; shoving =0.7; potholes =0.1,,,
1245,TRAMWAY RD_1408_id_5081,Primary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UH,pdi =66.27; sdi =36.41; age =9.1,mesh_cracks =120.43; shoving =0.7; potholes =0.1,SecondCoat,pdi =0; sdi =0; age =0,mesh_cracks =0; shoving =0; potholes =0,,,,,,,,,
1246,WHITLEY AVENUE_00336,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC,pdi =2.01; sdi =0; age =20.5,mesh_cracks =0; shoving =0; potholes =0,,,
1247,PEMBERTON CRESCENT_83_id_457,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.13; sdi =5.07; age =19.7,mesh_cracks =1.52; shoving =1.28; potholes =1.27,,,,,,,,,,,,,,,
1248,MAINWARINGS ROAD_7680_id_364,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.94; sdi =1.84; age =18.4,mesh_cracks =2.26; shoving =1.88; potholes =1.19,,,,,,,,,,,,,,,
1249,THORNTON CL_00000,Low Volume,seal,,,,SecondCoat,pdi =0; sdi =0; age =11.1,mesh_cracks =0; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,GLOUCESTER ROAD/SANDHURST DRIVE RAB_0_id_1065,Arterial,ac,,,,,,,ThinAC,pdi =4.17; sdi =0.65; age =9.6,mesh_cracks =0.21; shoving =11.92; potholes =0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,CARTERS TERRACE_558_id_107,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,CAMBRAE PLACE_4_id_72,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.03; sdi =1.91; age =24.7,mesh_cracks =1.65; shoving =1.49; potholes =1.5,,,,,,,,,,,,
1253,QUEENSWOOD GARDENS_0_id_3630,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,ROTHERHAM RD NORTH_06647,Primary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.76; sdi =2.65; age =13.1,mesh_cracks =2.32; shoving =1.12; potholes =0.5,,,,,,,,,,,,,,,
1255,TAVERNERS ROAD_3800_id_583,Low Volume,seal,,,,,,,ChipSeal,pdi =1.61; sdi =1.96; age =23.4,mesh_cracks =4.78; shoving =0.11; potholes =0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.7; sdi =2.37; age =12,mesh_cracks =2.06; shoving =1.49; potholes =0.91
1256,DARROCHS RD_02714,Low Volume,seal,,,,SecondCoat,pdi =0; sdi =0; age =2.1,mesh_cracks =0; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,VIRTUE AVE NORTH_0_id_970,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.35; sdi =0.79; age =13.4,mesh_cracks =1.36; shoving =0.82; potholes =0.21,,,,,,,,,
1258,PLOVER PLACE_81_id_468,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,BLENHEIM RD 4 NORTH_2151_id_293,Regional,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,WHITEMANS VALLEY ROAD_05595,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.75; sdi =1.58; age =13.8,mesh_cracks =2.06; shoving =1.26; potholes =0.64
1261,SUNNYBROOKE CLOSE_14_id_452,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC,pdi =2.15; sdi =1.24; age =26.7,mesh_cracks =1.29; shoving =1.07; potholes =0.47,,,,,,
1262,AROWHENUA ROAD_3500_id_30,Primary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.91; sdi =1.7; age =12.5,mesh_cracks =2.8; shoving =1.12; potholes =0.48,,,,,,,,,
1263,WARD STREET_00023,Primary Collector,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =1.42; sdi =0.76; age =26.9,mesh_cracks =1.23; shoving =0.59; potholes =0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,RAILWAY TCE_00000,Low Volume,seal,,,,SecondCoat,pdi =0.15; sdi =0.24; age =7.1,mesh_cracks =0; shoving =0; potholes =0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,WHITEMANS ROAD_00017,Primary Collector,ac,,,,,,,,,,,,,,,,,,,ThinAC,pdi =1.63; sdi =1.34; age =11,mesh_cracks =1.99; shoving =0.95; potholes =0.37,,,,,,,,,,,,,,,,,,,,,,,,
1266,COPLEY ROAD_2280_id_5020,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.05; sdi =2.29; age =16.3,mesh_cracks =2.19; shoving =1.82; potholes =1.79,,,,,,,,,
1267,HACKTHORNE ROAD_10933_id_247,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.28; sdi =3; age =23.6,mesh_cracks =2.65; shoving =1.87; potholes =1.81,,,,,,,,,
1268,LUCERNE PLACE_17_id_963,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,LEITHFIELD RD_02000,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.79; sdi =1.67; age =14.1,mesh_cracks =2.26; shoving =1.28; potholes =0.64,,,,,,,,,,,,,,,,,,
1270,ADAIR ROAD_780_id_6,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,NORBERT STREET_00167,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.78; sdi =1.26; age =12.1,mesh_cracks =1.52; shoving =0.95; potholes =0.35,,,,,,,,,,,,,,,,,,
1272,RIMU STREET (PLPT)_93_id_777,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.11; sdi =1.02; age =16.8,mesh_cracks =1.71; shoving =0; potholes =0,,,,,,,,,
1273,VICTORY STREET_639_id_632,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.95; sdi =1.05; age =18.7,mesh_cracks =1.36; shoving =0.92; potholes =0.89,,,,,,,,,,,,,,,,,,,,,
1274,NORTHWOOD BLVD 6 ANNABY DRV TO END_0_id_3455,Secondary Collector,ac,,,,,,,,,,,,,ThinAC,pdi =1.58; sdi =0.43; age =24.2,mesh_cracks =0.54; shoving =0.38; potholes =0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,MONTROSE RD_00026,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.9; sdi =1.84; age =16.1,mesh_cracks =2.11; shoving =1.58; potholes =0.96,,,
1276,MARINE DRIVE_1277_id_5155,Secondary Collector,seal,,,,,,,ChipSeal,pdi =4.37; sdi =0.21; age =17.4,mesh_cracks =0.15; shoving =14.13; potholes =0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,WAITOHI-TEMUKA ROAD_6100_id_982,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.2; sdi =2.04; age =21.7,mesh_cracks =3.24; shoving =1.41; potholes =1.29,,,,,,,,,,,,,,,
1278,STATION ROAD_4629_id_893,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.29; sdi =2.81; age =21.7,mesh_cracks =2.24; shoving =1.85; potholes =2.56,,,,,,,,,
1279,UNION ST_0_id_2482,Secondary Collector,ac,,,,,,,,,,,,,,,,RehabAC_UM,pdi =42.29; sdi =20.5; age =21.7,mesh_cracks =68.34; shoving =2.41; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,CORSAIR DR 3 SOUTH_456_id_3797,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,ThinAC,pdi =1.91; sdi =0.79; age =15.9,mesh_cracks =2.62; shoving =0; potholes =0.02,,,,,,,,,,,,,,,,,,,,,
1281,CARNARVON CRT_0_id_5274,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,ELIZABETH AVENUE 07 EAST_213_id_512,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,BROWN STREET_00082,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,ThinAC,pdi =1.91; sdi =1.18; age =16.1,mesh_cracks =2.2; shoving =0.71; potholes =0.72,,,,,,,,,,,,,,,,,,,,,,,,
1284,ST CLAIR PLACE_18_id_1283,Low Volume,ac,,,,,,,,,,ThinAC,pdi =1.91; sdi =0.23; age =25.5,mesh_cracks =0.24; shoving =0.22; potholes =0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,ASHTON ROAD_0_id_38,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,MCLEOD STREET_00000,Primary Collector,ac,,,,,,,,,,ThinAC,pdi =1.38; sdi =1.02; age =14.7,mesh_cracks =2.83; shoving =1.13; potholes =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC,pdi =2.33; sdi =1.26; age =10,mesh_cracks =2.12; shoving =0.81; potholes =0.1
1287,GLOUCESTER ROAD (EAST)_0_id_1197,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,FERGUSSON DRIVE_08770,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,FORKS ROAD_4480_id_209,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.04; sdi =2.23; age =16.3,mesh_cracks =2.67; shoving =1.83; potholes =1.16,,,,,,,,,,,,,,,
1290,COCHRANES ROAD_2900_id_129,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,BANKS AVE_242_id_185,Secondary Collector,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =1.37; sdi =0.78; age =10.4,mesh_cracks =1.27; shoving =0.59; potholes =0.53,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.71; sdi =2.4; age =7,mesh_cracks =2.34; shoving =1.24; potholes =0.62,,,
1292,FOYLE ST EAST_0_id_1760,Access,seal,,,,,,,ChipSeal,pdi =1.48; sdi =0.9; age =16.1,mesh_cracks =2.4; shoving =0.11; potholes =0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.76; sdi =2.99; age =10,mesh_cracks =1.84; shoving =1.5; potholes =0.99,,,
1293,BROCKHALL LANE_0_id_361,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,BENNETT PLACE_6_id_760,Low Volume,block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC,pdi =2.97; sdi =2.88; age =27,mesh_cracks =3.67; shoving =2.19; potholes =2.3,,,,,,
1295,FOURTH AVENUE WEST LOOP (#97-#105)_5_id_1414,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,MELROSE STREET_00000,Access,seal,,,,,,,,,,,,,ChipSeal,pdi =1.25; sdi =2.14; age =25.9,mesh_cracks =0.49; shoving =0.37; potholes =0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,GRIFFITHS AVE_0_id_1016,Access,seal,,,,SecondCoat,pdi =0; sdi =0; age =2.5,mesh_cracks =0; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
