elem_index,area_name,onrc,surf_class,treat_2022,reason_2022,comment_2022,treat_2023,reason_2023,comment_2023,treat_2024,reason_2024,comment_2024,treat_2025,reason_2025,comment_2025,treat_2026,reason_2026,comment_2026,treat_2027,reason_2027,comment_2027,treat_2028,reason_2028,comment_2028,treat_2029,reason_2029,comment_2029,treat_2030,reason_2030,comment_2030,treat_2031,reason_2031,comment_2031,treat_2032,reason_2032,comment_2032,treat_2033,reason_2033,comment_2033,treat_2034,reason_2034,comment_2034,treat_2035,reason_2035,comment_2035,treat_2036,reason_2036,comment_2036
381,KOTUKU PLACE_17_id_297,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.1; sdi =1.33; age =23.6,mesh_cracks =0.93; shoving =0.85; potholes =0.85,,,,,,,,,,,,,,,,,,,,,
382,CHADWICK ROAD SERVICE LANE (RP952 RHS)_55_id_831,Low Volume,seal,,,,ChipSeal,pdi =8.55; sdi =9.96; age =23.7,mesh_cracks =20; shoving =0; potholes =0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PAIERAU ROAD_0_id_214,Arterial,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.82; sdi =1; age =9.7,mesh_cracks =1.13; shoving =0.82; potholes =0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,MUNRO ROAD_1500_id_631,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.61; sdi =2.81; age =17.8,mesh_cracks =2.59; shoving =2.72; potholes =2.08,,,,,,
385,EDGAR ROAD_1800_id_267,Access,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.7; sdi =0.93; age =14.7,mesh_cracks =0.88; shoving =0.53; potholes =0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,ASHBURTON STAVELEY ROAD_16290_id_37,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,MACAULAY ST_364_id_548,Secondary Collector,seal,,,,,,,ChipSeal,pdi =2.08; sdi =3.29; age =17.4,mesh_cracks =6.6; shoving =0.11; potholes =0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =4.09; sdi =4.82; age =12,mesh_cracks =11.54; shoving =0.7; potholes =0.24
388,ALEXANDER ROAD_01681,Primary Collector,seal,,,,,,,ChipSeal,pdi =0.26; sdi =0.51; age =10.2,mesh_cracks =0.51; shoving =0.13; potholes =0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.28; sdi =3.66; age =10,mesh_cracks =7.88; shoving =1.4; potholes =0.65,,,
389,KARERE AVE_0_id_4549,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,MAYFIELD VALETTA ROAD_2570_id_378,Primary Collector,seal,,,,ChipSeal,pdi =2.13; sdi =2.69; age =12.4,mesh_cracks =6; shoving =1; potholes =0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =6.36; sdi =6.7; age =10,mesh_cracks =18.96; shoving =0.99; potholes =0.25,,,,,,
391,LYNDON ST - WAIAU_00108,Secondary Collector,seal,,,,,,,,,,ChipSeal,pdi =0.37; sdi =0.28; age =16.1,mesh_cracks =0.36; shoving =0.23; potholes =0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.22; sdi =2.18; age =10,mesh_cracks =1.51; shoving =0.84; potholes =0.41
392,TARANAKI STREET_6_id_346,Access,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.73; sdi =0.83; age =13.5,mesh_cracks =0.6; shoving =0.52; potholes =0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,HALSWELL JCT RD 1 SOUTH CSM_109_id_1042,Arterial,seal,,,,ChipSeal,pdi =5.2; sdi =4.86; age =21.3,mesh_cracks =16.2; shoving =1.12; potholes =0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,ST ANDREW ST_279_id_5602,Primary Collector,ac,,,,,,,,,,RehabAC_UH,pdi =80.86; sdi =50.34; age =9.1,mesh_cracks =166.1; shoving =6.03; potholes =1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,TWEED ST NORTH_299_id_5637,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,MONTREAL ST 1 TO MOORHOUSE AVE_541_id_1655,Primary Collector,seal,,,,ChipSeal,pdi =0.86; sdi =0.02; age =31.1,mesh_cracks =0; shoving =0; potholes =0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.71; sdi =4.18; age =10,mesh_cracks =5.76; shoving =1.06; potholes =1.14,,,,,,
397,BACK TRACK_2293_id_40,Access,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.09; sdi =1.01; age =21.5,mesh_cracks =1.34; shoving =0.88; potholes =0.84,,,,,,,,,,,,,,,,,,,,,
398,AWARUA RD_320_id_5166,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.24; sdi =2.05; age =18.1,mesh_cracks =2.46; shoving =1.88; potholes =1.83,,,,,,,,,
399,TWEED ST NORTH_3083_id_5637,Arterial,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,UPPER PLAIN ROAD_4165_id_288,Primary Collector,seal,,,,,,,,,,ChipSeal,pdi =1.17; sdi =1.28; age =19.4,mesh_cracks =1.7; shoving =1.68; potholes =0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,TWEED ST_41_id_2473,Access,seal,,,,,,,ChipSeal,pdi =0.86; sdi =1.13; age =21.7,mesh_cracks =1.84; shoving =0.11; potholes =1.11,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.3; sdi =1.53; age =6,mesh_cracks =1.03; shoving =0.83; potholes =1.87,,,,,,,,,,,,,,,
402,MANAROLA RD_0_id_4566,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,SEAFIELD ROAD_11800_id_536,Access,seal,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.26; sdi =1.22; age =7.6,mesh_cracks =1.16; shoving =1.12; potholes =0.49,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.64; sdi =2.02; age =8,mesh_cracks =2.16; shoving =1.37; potholes =0.76
404,TIMARU TRACK ROAD_0_id_594,Access,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.34; sdi =1.28; age =26.5,mesh_cracks =1.14; shoving =0.86; potholes =2.51,,,,,,,,,,,,,,,,,,,,,
405,BLACKFORD ROAD_6010_id_65,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.41; sdi =1.28; age =12.4,mesh_cracks =1.79; shoving =1.08; potholes =1.04,,,,,,,,,,,,,,,,,,
406,HAMILTON STREET_387_id_378,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.19; sdi =0.93; age =23.4,mesh_cracks =1.01; shoving =0.86; potholes =0.85,,,,,,,,,,,,,,,,,,,,,
407,ARAUCANA WAY_38_id_3744,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,WARRINGTON ST_85_id_2565,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,AKATARAWA ROAD_13965,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.33; sdi =1.54; age =17.3,mesh_cracks =1.55; shoving =1.09; potholes =1.05,,,,,,,,,,,,,,,,,,
410,GEOFF GEERING DRIVE_20_id_5060,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.93; sdi =3.12; age =9.4,mesh_cracks =1.49; shoving =1.25; potholes =1.86,,,,,,,,,,,,,,,,,,
411,SMITHFIELD ROAD_28_id_554,Secondary Collector,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.76; sdi =0.59; age =18.3,mesh_cracks =0.7; shoving =0.52; potholes =0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,WINDSOR ROAD HLA (#22 - #30)_6_id_780,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,AIDANFIELD DR 3_589_id_3700,Primary Collector,seal,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.48; sdi =0.43; age =14.3,mesh_cracks =1.43; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,
414,QUEENS DR EAST_3104_id_5556,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UH,pdi =48.23; sdi =28.16; age =25.1,mesh_cracks =90.5; shoving =1.4; potholes =1.32,,,,,,,,,,,,,,,
415,GOLF LINKS RD_00298,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.47; sdi =1.11; age =22.1,mesh_cracks =1.17; shoving =1.04; potholes =1.04,,,,,,,,,,,,,,,,,,
416,ARTHUR ST_0_id_5230,Access,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =1; sdi =0.84; age =10.1,mesh_cracks =0.66; shoving =0.52; potholes =0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.53; sdi =2.44; age =9,mesh_cracks =1.61; shoving =1.31; potholes =0.77
417,LANGDONS ROAD_2338_id_5013,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.02; sdi =2.57; age =19.6,mesh_cracks =2.14; shoving =1.82; potholes =1.79,,,,,,,,,
418,HAWARDEN HURUNUI RD_04960,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.29; sdi =2.28; age =16.1,mesh_cracks =2.81; shoving =1.63; potholes =0.99,,,,,,,,,,,,
419,RHONA ST_30_id_2026,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UL,pdi =40.69; sdi =32.08; age =34.3,mesh_cracks =83.92; shoving =11.08; potholes =9.92,SecondCoat,,,,,
420,GALA ST_1048_id_5371,Arterial,ac,,,,,,,RehabAC_UH,pdi =86.69; sdi =26.45; age =24.1,mesh_cracks =87.88; shoving =0.15; potholes =0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,VICTORIA AVE_70_id_5648,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,BARRINGTON ST 1_1893_id_198,Arterial,seal,,,,,,,,,,ChipSeal,pdi =0.75; sdi =0.37; age =25.7,mesh_cracks =0.64; shoving =0.28; potholes =0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.53; sdi =3.27; age =10,mesh_cracks =4.01; shoving =1.39; potholes =0.81
423,KIWI STREET_00466,Access,seal,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =0.91; sdi =0.73; age =27.9,mesh_cracks =0.8; shoving =0.68; potholes =0.67,,,,,,,,,,,,,,,,,,,,,,,,
424,NGAMOTU PLACE_5_id_414,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,MERRIMAN PLACE_404_id_2019,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,DANTE ROAD_00036,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,CAMERON STREET WEST (ASHBURTON)_0_id_720,Access,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.72; sdi =0.57; age =28.6,mesh_cracks =0.66; shoving =0.52; potholes =0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,YARROW ST_494_id_5678,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,HOLME STATION ROAD_181_id_424,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.36; sdi =1.5; age =16.3,mesh_cracks =1.62; shoving =1.1; potholes =1.02,,,,,,,,,,,,,,,,,,
430,SOBERTON ST_0_id_2230,Access,seal,,,,,,,,,,,,,ChipSeal,pdi =0.58; sdi =0.43; age =26.2,mesh_cracks =0.54; shoving =0.38; potholes =0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.38; sdi =2.21; age =9,mesh_cracks =1.5; shoving =1.16; potholes =0.57
431,PARKLEA AVE_60_id_3746,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,KELLAND HILL ROAD_6_id_470,Primary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UH,pdi =40.84; sdi =28.18; age =20.5,mesh_cracks =77.15; shoving =2.38; potholes =2.18,,,,,,,,,
433,PURIRI STREET_16_id_477,Access,seal,,,,,,,,,,,,,ChipSeal,pdi =0.54; sdi =0.41; age =22.7,mesh_cracks =0.47; shoving =0.37; potholes =0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,SEAFORTH GROVE_5_id_512,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,MCKENZIE ST_1081_id_589,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.91; sdi =0.86; age =11.8,mesh_cracks =1.81; shoving =6.81; potholes =0.1,,,,,,,,,,,,,,,,,,,,,
436,SPRINGFIELD ROAD_400_id_877,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.04; sdi =1.65; age =24.4,mesh_cracks =1.51; shoving =1.26; potholes =1.24,,,,,,,,,,,,,,,
437,SPARKS RD_830_id_2248,Arterial,seal,,,,ChipSeal,pdi =5.4; sdi =5.22; age =13.2,mesh_cracks =15.79; shoving =0; potholes =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,MASTERTON CASTLEPOINT ROAD_0_id_142,Arterial,seal,,,,ChipSeal,pdi =2.17; sdi =3.18; age =18.3,mesh_cracks =7.2; shoving =0; potholes =0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =4.79; sdi =5.06; age =10,mesh_cracks =13.61; shoving =0.99; potholes =0.42,,,,,,
439,STOUT STREET_4_id_340,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.39; sdi =1.96; age =17.5,mesh_cracks =1.89; shoving =1.57; potholes =0.99
440,LISMORE MAYFIELD ROAD_1670_id_345,Secondary Collector,seal,,,,,,,,,,ChipSeal,pdi =2.4; sdi =0.39; age =15.6,mesh_cracks =0.34; shoving =7.25; potholes =0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.17; sdi =1.39; age =10,mesh_cracks =1.45; shoving =7.88; potholes =0.23
441,CLYDE RD_501_id_570,Primary Collector,seal,,,,,,,,,,,,,ChipSeal,pdi =1.37; sdi =1.01; age =9.4,mesh_cracks =1.41; shoving =1.2; potholes =0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.87; sdi =2.38; age =10,mesh_cracks =2.2; shoving =1.26; potholes =0.81
442,EAST STREET_410_id_182,Arterial,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,LONGFELLOW STREET_00451,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.68; sdi =1.63; age =14.8,mesh_cracks =1.84; shoving =1.38; potholes =0.78,,,,,,,,,,,,,,,,,,
444,GREERTON ROAD_20_id_199,Secondary Collector,seal,,,,,,,,,,ChipSeal,pdi =0.86; sdi =0.86; age =20.7,mesh_cracks =1.87; shoving =0.24; potholes =0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,AFGHAN STREET_970_id_8,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.76; sdi =1.61; age =10.5,mesh_cracks =1.73; shoving =1.4; potholes =0.8,,,,,,,,,,,,,,,,,,
446,TINWALD WESTERFIELD MAYFIELD ROAD_19940_id_596,Secondary Collector,seal,,,,,,,ChipSeal,pdi =5.33; sdi =0.24; age =15.5,mesh_cracks =0.16; shoving =17.37; potholes =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =5.17; sdi =1.42; age =11,mesh_cracks =1.5; shoving =14.51; potholes =0.23
447,CORBETTS ROAD SOUTH_0_id_140,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.21; sdi =2.51; age =19.6,mesh_cracks =2.2; shoving =2.39; potholes =1.75,,,,,,,,,
448,COLMAN AVE_357_id_587,Access,seal,,,,,,,ChipSeal,pdi =3.17; sdi =3.09; age =29.4,mesh_cracks =5.45; shoving =4.86; potholes =0.11,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.39; sdi =2.69; age =7,mesh_cracks =5.49; shoving =4.43; potholes =0.23,,,,,,,,,,,,
449,KINGS RD - LEITHFIELD BEACH_01155,Access,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =1.15; sdi =1.35; age =11.1,mesh_cracks =1.54; shoving =1.13; potholes =0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,WIGLEY ROAD_1000_id_1004,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.11; sdi =2.08; age =22.4,mesh_cracks =2.26; shoving =1.84; potholes =1.8,,,,,,,,,
451,INLAND RD_20106,Primary Collector,seal,,,,,,,,,,,,,ChipSeal,pdi =1.06; sdi =0.43; age =14.1,mesh_cracks =0.59; shoving =0.38; potholes =0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,DENNY HULME DRIVE_602_id_1046,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,GRANT RD_325_id_5157,Secondary Collector,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.66; sdi =2.7; age =16.1,mesh_cracks =0.79; shoving =0.54; potholes =0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,MACKENZIES RD_00000,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.2; sdi =2.81; age =19.1,mesh_cracks =1.29; shoving =1.06; potholes =1.04,,,,,,,,,,,,,,,,,,
455,JAG WAY_0_id_791,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,JENNIFER ST_227_id_1248,Secondary Collector,seal,,,,,,,ChipSeal,pdi =0.34; sdi =11.71; age =18.2,mesh_cracks =0.14; shoving =0.66; potholes =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.56; sdi =2.43; age =9,mesh_cracks =1.64; shoving =1.33; potholes =0.79,,,,,,
457,PAISLEY ST_374_id_5539,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,BACK TRACK_9130_id_40,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.34; sdi =1.22; age =24.4,mesh_cracks =1.58; shoving =1.07; potholes =1.03,,,,,,,,,,,,,,,,,,
459,RESERVE TERRACE_786_id_5295,Access,seal,,,,,,,ChipSeal,pdi =2.84; sdi =2.09; age =18.4,mesh_cracks =6.7; shoving =1.37; potholes =0.11,,,,,,,,,,,,,,,,ChipSeal,pdi =1.82; sdi =2.02; age =5,mesh_cracks =4.29; shoving =0.7; potholes =0.1,,,,,,,,,,,,,,,,,,
460,DAVIS CRESCENT_320_id_155,Access,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1; sdi =2.78; age =10.6,mesh_cracks =1.04; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,
461,DOMINION ROAD_979_id_251,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.88; sdi =1.69; age =22.4,mesh_cracks =2.03; shoving =1.56; potholes =1.53,,,,,,,,,,,,
462,WORSLEYS RD_2060_id_2683,Low Volume,seal,,,,SecondCoat,pdi =0.01; sdi =0.36; age =1.4,mesh_cracks =0; shoving =0; potholes =0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.53; sdi =2.29; age =9,mesh_cracks =1.59; shoving =1.3; potholes =0.78,,,,,,,,,
463,MAYFIELD VALETTA ROAD_8464_id_378,Primary Collector,seal,,,,ChipSeal,pdi =5.61; sdi =3.16; age =12.4,mesh_cracks =9; shoving =9.5; potholes =0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =9.48; sdi =7.15; age =10,mesh_cracks =20.46; shoving =9.89; potholes =0.25,,,,,,
464,MAIN NORTH RD 3 EAST / TO LOWRY AVE_3115_id_2893,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,HAWKRIDGE HEIGHTS_13_id_2013,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,SMITHFIELD ROAD_300_id_554,Secondary Collector,seal,,,,,,,,,,ChipSeal,pdi =1.97; sdi =1.22; age =16.3,mesh_cracks =3.74; shoving =2.4; potholes =0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,GIBSON STREET_228_id_326,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,HEDLEY ROAD_350_id_404,Access,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.11; sdi =1.01; age =15.5,mesh_cracks =1.33; shoving =0.89; potholes =0.86,,,,,,,,,,,,,,,,,,,,,
469,DERWENT ST_104_id_5319,Access,seal,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.35; sdi =0.83; age =24.1,mesh_cracks =0.93; shoving =0.7; potholes =0.1,,,,,,,,,,,,,,,,,,,,,,,,
470,KEAHI RISE_0_id_7086,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,FRENCH FARM VALLEY ROAD_0_id_5100,Access,seal,,,,,,,ChipSeal,pdi =2.85; sdi =2.84; age =12.7,mesh_cracks =9.23; shoving =0.11; potholes =0.11,,,,,,,,,,,,,,,,ChipSeal,pdi =2.3; sdi =2.43; age =5,mesh_cracks =5.6; shoving =0.82; potholes =0.23,,,,,,,,,,,,,,,,,,
472,MILFORD-CLANDEBOYE ROAD_8300_id_605,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =0.94; sdi =1.94; age =12.5,mesh_cracks =1.01; shoving =1.11; potholes =0.47,,,,,,,,,,,,,,,,,,,,,,,,
473,KING STREET_5_id_193,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,R72 - WINCHESTER-GERALDINE ROAD_7500_id_1020,Arterial,seal,,,,,,,,,,,,,ChipSeal,pdi =0.71; sdi =0.92; age =10.5,mesh_cracks =0.83; shoving =0.96; potholes =0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.33; sdi =1.57; age =9,mesh_cracks =2.14; shoving =1.02; potholes =0.25
475,AMURI AVE WEST_00219,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,MARONAN ROAD_10_id_371,Primary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,ST MICHAELS AVENUE_332_id_2092,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,FAIRVIEW ROAD_5800_id_290,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2; sdi =1.81; age =13.5,mesh_cracks =2.82; shoving =1.29; potholes =0.63,,,,,,,,,,,,
479,DUNNS STREET_00000,Access,seal,,,,,,,,,,,,,ChipSeal,pdi =1.27; sdi =1.39; age =24.9,mesh_cracks =2.44; shoving =0.36; potholes =0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,LEADER RD EAST_09962,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,BEACONSFIELD ROAD_8950_id_66,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.91; sdi =2.62; age =15.4,mesh_cracks =2.54; shoving =1.61; potholes =4.27
482,LE BONS BAY ROAD_8374_id_5223,Low Volume,seal,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.6; sdi =1.77; age =13.7,mesh_cracks =3.7; shoving =0.66; potholes =0.66,,,,,,,,,,,,,,,,,,,,,,,,
483,WALLACEVILLE ROAD_00566,Primary Collector,seal,,,,,,,,,,,,,ChipSeal,pdi =0.65; sdi =0.59; age =15.8,mesh_cracks =1.09; shoving =0.4; potholes =0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,RICCARTON RD_2120_id_2030,Regional,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PHILIP STREET_14_id_472,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.91; sdi =1.64; age =28.5,mesh_cracks =1.68; shoving =1.38; potholes =0.77,,,,,,,,,,,,,,,
486,DUNNS RD_3018_id_5133,Secondary Collector,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.73; sdi =0.64; age =26.1,mesh_cracks =0.89; shoving =0.56; potholes =0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,JAMIESONS ROAD_9937_id_301,Low Volume,seal,,,,SecondCoat,pdi =0.02; sdi =0.15; age =1.6,mesh_cracks =0; shoving =0; potholes =0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.49; sdi =3.11; age =13,mesh_cracks =2.56; shoving =2.31; potholes =1.98
488,WAIPORI PLACE_0_id_979,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,OCEAN BEACH ROAD_1613_id_427,Arterial,ac,,,,,,,,,,,,,,,,,,,RehabAC_UH,pdi =68.44; sdi =25.04; age =17.9,mesh_cracks =78.44; shoving =89.68; potholes =5.6,,,,,,,,,,,,,,,,,,,,,,,,
490,SUNRISE DRIVE_65_id_5851,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.9; sdi =1.7; age =14.1,mesh_cracks =2.06; shoving =1.56; potholes =1.53,,,,,,,,,,,,
