elem_index,area_name,onrc,surf_class,treat_2022,reason_2022,comment_2022,treat_2023,reason_2023,comment_2023,treat_2024,reason_2024,comment_2024,treat_2025,reason_2025,comment_2025,treat_2026,reason_2026,comment_2026,treat_2027,reason_2027,comment_2027,treat_2028,reason_2028,comment_2028,treat_2029,reason_2029,comment_2029,treat_2030,reason_2030,comment_2030,treat_2031,reason_2031,comment_2031,treat_2032,reason_2032,comment_2032,treat_2033,reason_2033,comment_2033,treat_2034,reason_2034,comment_2034,treat_2035,reason_2035,comment_2035,treat_2036,reason_2036,comment_2036
802,BEAUMARIS BOULEVARD/STERLING GATE DRIVE RAB_0_id_55,Primary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,LISMORE MAYFIELD ROAD_3284_id_345,Secondary Collector,seal,,,,ChipSeal,pdi =5.47; sdi =4.75; age =13.6,mesh_cracks =15; shoving =3; potholes =0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =6.7; sdi =5.56; age =10,mesh_cracks =15.35; shoving =5.75; potholes =0.23,,,,,,
804,TE OKUROA DRIVE_803_id_2050,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,PELORUS STREET_5_id_456,Access,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.77; sdi =0.57; age =23.6,mesh_cracks =0.66; shoving =0.53; potholes =0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,KERRYTOWN ROAD_2471_id_478,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,MAUNGANUI ROAD_2232_id_372,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,MOORHOUSE AVE 1 WEST HAGLEY AVE_0_id_1659,Regional,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,BUTTS VALLEY RD1_0_id_409,Low Volume,seal,,,,ChipSeal,pdi =3.9; sdi =4.35; age =20.7,mesh_cracks =6.67; shoving =0.51; potholes =0,,,,,,,,,,,,,,,,ChipSeal,pdi =1.49; sdi =1.99; age =5,mesh_cracks =4.21; shoving =0; potholes =0.1,,,,,,,,,,,,,,,,,,,,,
810,HURUNUI MOUTH RD_05443,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.9; sdi =2.15; age =20.1,mesh_cracks =2.13; shoving =1.55; potholes =1.51,,,,,,,,,,,,
811,ARUNDEL RAKAIA GORGE ROAD_25535_id_31,Primary Collector,seal,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.35; sdi =1.24; age =10.4,mesh_cracks =1.56; shoving =0.81; potholes =0.76,,,,,,,,,,,,,,,,,,,,,,,,
812,WAIMIMI ROAD_3435_id_296,Access,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =2.09; sdi =0.73; age =17.4,mesh_cracks =0.59; shoving =0.51; potholes =0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,TE WEKA STREET_10_id_927,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UM,pdi =41.11; sdi =33.09; age =28.4,mesh_cracks =98.24; shoving =7.35; potholes =6.12
814,EBDENTOWN STREET_00000,Access,seal,,,,,,,,,,ChipSeal,pdi =1.63; sdi =0.4; age =19.3,mesh_cracks =0.3; shoving =0.23; potholes =0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.1; sdi =1.73; age =10,mesh_cracks =1.19; shoving =0.83; potholes =0.25
815,KNIGHTS ROAD_3_id_110,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.99; sdi =1.73; age =24.5,mesh_cracks =1.37; shoving =1.23; potholes =2.16,,,,,,,,,,,,,,,
816,TALBOT STREET (GDE)_677_id_914,Arterial,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.76; sdi =0.66; age =9.4,mesh_cracks =1.24; shoving =0.7; potholes =0.1,,,,,,,,,,,,,,,
817,DALZIEL PL_0_id_3542,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.11; sdi =1.89; age =8.3,mesh_cracks =3.46; shoving =1.06; potholes =0.47,,,,,,,,,,,,,,,,,,,,,
818,MADELEINE TERRACE HAMMERHEAD (EAST)_0_id_1301,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,LAKES BOULEVARD (SOUTHBOUND)_915_id_2135,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,CORY JANE GROVE_00000,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,EGRET AVENUE_3_id_920,Low Volume,seal,,,,,,,,,,ChipSeal,pdi =2.02; sdi =1.5; age =10.9,mesh_cracks =1; shoving =0.81; potholes =0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,GERALD CONNOLLY PL_237_id_3087,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,CLARK ST_0_id_545,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =40.39; sdi =20.59; age =29.4,mesh_cracks =64.74; shoving =5.4; potholes =1.53,,,,,,,,,,,,
824,POUND ROAD_8734_id_1928,Arterial,seal,,,,SecondCoat,pdi =1.45; sdi =1.45; age =8.6,mesh_cracks =4.76; shoving =0; potholes =0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.64; sdi =2.96; age =10,mesh_cracks =5.99; shoving =1.28; potholes =0.47,,,,,,
825,MAUNGANUI ROAD_3811_id_372,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UH,pdi =100; sdi =20.52; age =9.3,mesh_cracks =3.49; shoving =279.65; potholes =96.04,,,,,,,,,,,,,,,,,,
826,DOAKE ROAD_5200_id_246,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.94; sdi =1.75; age =20.5,mesh_cracks =2.22; shoving =1.58; potholes =1.51,,,,,,,,,,,,
827,WAI-ITI RD_2118_id_972,Arterial,seal,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UH,pdi =42.84; sdi =19.63; age =34.4,mesh_cracks =58.13; shoving =33.78; potholes =8.06,SecondCoat,,,,,,,,,,,,,,,,,
828,RANCH ROAD_509_id_481,Secondary Collector,seal,,,,,,,,,,,,,ChipSeal,pdi =0.57; sdi =0.41; age =16.7,mesh_cracks =0.5; shoving =0.38; potholes =0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,BOUNDARY RD_1814_id_5100,Primary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.17; sdi =2.55; age =9.1,mesh_cracks =7.56; shoving =0.7; potholes =0.1,,,,,,,,,,,,,,,,,,
830,MADRAS ST 2 NORTH LATIMER SQ_298_id_2933,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,RUTHERFORD STREET_197_id_508,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,GORGE RD-INVERCARGILL RD (EX 92)_0_id_5712,Primary Collector,seal,,,,,,,,,,,,,ChipSeal,pdi =0.7; sdi =0.95; age =11.1,mesh_cracks =0.82; shoving =0.97; potholes =0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.24; sdi =1.55; age =9,mesh_cracks =2.1; shoving =0.86; potholes =0.23
833,MERRIMAN PLACE_19_id_2019,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,WARD ST/FERGUSSON ROUNDABOUT_00000,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,ALLISON AVENUE_4_id_11,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.06; sdi =1.59; age =22.7,mesh_cracks =1.63; shoving =1.49; potholes =1.5,,,,,,,,,,,,
836,RIMU STREET_00000,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,COLOMBO ST 1 TO BROUGHAM ST_1352_id_588,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UH,pdi =72.08; sdi =45.38; age =9.1,mesh_cracks =144.32; shoving =5.01; potholes =0.27,,,,,,,,,,,,,,,
838,NORTHPARK ROAD_96_id_439,Primary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,FAIRMONT TERRACE_87_id_164,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,KOWHAI AVE_0_id_5449,Access,seal,,,,,,,,,,ChipSeal,pdi =1.29; sdi =0.35; age =17.1,mesh_cracks =0.38; shoving =1.28; potholes =0.23,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.07; sdi =1.72; age =6,mesh_cracks =1.29; shoving =0.82; potholes =0.24,,,,,,,,,,,,
841,TURON EASTWARD_00095,Secondary Collector,seal,,,,,,,,,,,,,ChipSeal,pdi =0.55; sdi =0.41; age =25.1,mesh_cracks =0.49; shoving =0.37; potholes =0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,WAIRAKEI AVENUE_113_id_1209,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,MARINE PARADE_2990_id_359,Primary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,HANDLEY CRES_0_id_3757,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,LAURISTON BARRHILL ROAD_4900_id_333,Secondary Collector,seal,,,,,,,ChipSeal,pdi =5.78; sdi =1.59; age =20.3,mesh_cracks =1.46; shoving =17.45; potholes =0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =5.11; sdi =1.4; age =11,mesh_cracks =1.49; shoving =14.29; potholes =0.23
846,POMONA ST_886_id_5550,Primary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,OAK STREET_4_id_283,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.58; sdi =1.3; age =12.5,mesh_cracks =1.55; shoving =1.07; potholes =0.47,,,,,,,,,,,,
848,LIGHTHOUSE ROAD_279_id_5187,Low Volume,seal,,,,,,,ChipSeal,pdi =3.68; sdi =3.19; age =19.8,mesh_cracks =7.17; shoving =4.76; potholes =0.32,,,,,,,,,,,,,,,,ChipSeal,pdi =2.62; sdi =2.05; age =5,mesh_cracks =4.45; shoving =3.22; potholes =0.1,,,,,,,,,,,,,,,,,,
849,TINWALD WESTERFIELD MAYFIELD ROAD_1125_id_596,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.48; sdi =2.07; age =14.6,mesh_cracks =3.3; shoving =1.46; potholes =0.81,,,
850,MAXINE PLACE_11_id_375,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.46; sdi =1.94; age =29,mesh_cracks =1.66; shoving =1.41; potholes =0.81,,,,,,,,,,,,,,,,,,,,,
851,DENALI ST_77_id_3939,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,R72 - WINCHESTER-GERALDINE ROAD_4000_id_1020,Arterial,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.09; sdi =1.66; age =12.7,mesh_cracks =2.64; shoving =1.27; potholes =0.52,,,,,,
853,FORDS ROAD_7740_id_207,Access,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.88; sdi =18.2; age =4.6,mesh_cracks =1.04; shoving =0.7; potholes =0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,ELLES-TWEED RAB_0_id_5690,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,WILMSHURST ROAD WEST_0_id_1749,Secondary Collector,seal,,,,,,,,,,ChipSeal,pdi =0.46; sdi =1.71; age =21.3,mesh_cracks =0.39; shoving =0.24; potholes =0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.25; sdi =2.76; age =10,mesh_cracks =1.61; shoving =0.84; potholes =0.39
856,OPIHI ROAD_1300_id_675,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.91; sdi =2.03; age =13.5,mesh_cracks =2.69; shoving =1.65; potholes =0.99,,,,,,,,,,,,,,,
857,KAURI STREET (PLPT)_4_id_464,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.08; sdi =1.67; age =20.7,mesh_cracks =2.82; shoving =0; potholes =0,,,
858,RACECOURSE RD_03333,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.08; sdi =3.16; age =19.1,mesh_cracks =3.52; shoving =2.34; potholes =1.68,,,
859,JANE STREET_353_id_302,Access,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.88; sdi =0.82; age =14.4,mesh_cracks =0.66; shoving =1.09; potholes =0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,PARK STREET_490_id_462,Access,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.81; sdi =0.88; age =25.3,mesh_cracks =0.69; shoving =0.82; potholes =0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,QUEENSBURY ST_0_id_1960,Secondary Collector,seal,,,,ChipSeal,pdi =5.86; sdi =5.47; age =27.5,mesh_cracks =18.18; shoving =1.36; potholes =0,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.77; sdi =4.09; age =7,mesh_cracks =10.71; shoving =0.7; potholes =0.1,,,,,,,,,,,,,,,
862,DAVID STREET_98_id_127,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,CHARTERIS BAY ROAD_891_id_5347,Secondary Collector,seal,,,,,,,ChipSeal,pdi =2.72; sdi =1.18; age =11.3,mesh_cracks =2.86; shoving =5.97; potholes =0.19,,,,,,,,,,,,,ChipSeal,pdi =1.8; sdi =1.02; age =4,mesh_cracks =1.12; shoving =3.8; potholes =0.1,,,,,,,,,,,,,,,,ChipSeal,pdi =1.75; sdi =1.28; age =5,mesh_cracks =1.44; shoving =3.12; potholes =0.26,,,
864,BLUE PACIFIC PARADE_278_id_389,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.97; sdi =1.8; age =17.3,mesh_cracks =1.88; shoving =1.55; potholes =0.96,,,,,,,,,,,,,,,
865,CHORLTON ROAD_5550_id_5179,Access,seal,,,,,,,,,,ChipSeal,pdi =2.51; sdi =1.99; age =11.7,mesh_cracks =4.81; shoving =3.18; potholes =0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.21; sdi =2.43; age =11,mesh_cracks =2.06; shoving =6.02; potholes =1.31
866,PHILOMEL CREST_5_id_463,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.49; sdi =1.11; age =24.7,mesh_cracks =1.18; shoving =1.05; potholes =1.04,,,,,,,,,,,,,,,,,,
867,ELGINSHIRE STREET_7_id_269,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,YATTON STREET_19_id_677,Access,seal,,,,,,,,,,,,,ChipSeal,pdi =0.52; sdi =0.71; age =24.6,mesh_cracks =0.45; shoving =0.37; potholes =0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,HAVELOCK STREET_0_id_1725,Access,seal,,,,,,,,,,,,,ChipSeal,pdi =0.47; sdi =1.88; age =18.5,mesh_cracks =0.41; shoving =0.36; potholes =0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,AKATARAWA ROAD_16842,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,CLINKER GROVE_00000,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.72; sdi =1.32; age =36,mesh_cracks =1.38; shoving =1.24; potholes =1.24,,,,,,,,,,,,,,,
872,DAVIES STREET_0_id_235,Access,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.17; sdi =1.08; age =20.5,mesh_cracks =0.97; shoving =0.85; potholes =0.85,,,,,,,,,,,,,,,,,,,,,
873,WICKLOW ST_293_id_5665,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.07; sdi =0.76; age =12.1,mesh_cracks =1.48; shoving =0.7; potholes =0.1,,,,,,,,,
874,HEYDERS RD_946_id_1134,Access,seal,,,,,,,,,,ChipSeal,pdi =1.28; sdi =0.73; age =27.5,mesh_cracks =1.89; shoving =1.9; potholes =0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,RIVERSTONE DRIVE/MAMAKU RISE RAB_0_id_1196,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,BILL RICHARDSON DRIVE_464_id_5848,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UM,pdi =68.84; sdi =28.81; age =22.1,mesh_cracks =96.04; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,
877,PAREORA FORD ROAD_3_id_703,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.23; sdi =2.03; age =14.6,mesh_cracks =2.42; shoving =1.86; potholes =1.82,,,,,,,,,
878,UPPER PLAIN ROAD_3485_id_288,Primary Collector,seal,,,,,,,ChipSeal,pdi =0.24; sdi =7.62; age =18.4,mesh_cracks =0.49; shoving =0.11; potholes =0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,JANE STREET_250_id_302,Access,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.88; sdi =0.82; age =14.4,mesh_cracks =0.66; shoving =1.09; potholes =0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,HERBERT ST SOUTH_2441_id_5395,Primary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,SINGLETREE ROAD_8563_id_550,Secondary Collector,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =0.67; sdi =1.33; age =29.6,mesh_cracks =0.83; shoving =0.54; potholes =0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,TORBAY AVENUE_380_id_5036,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,MCCRORYS ROAD_2160_id_384,Access,seal,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =0.88; sdi =1.97; age =12.3,mesh_cracks =1.1; shoving =0.7; potholes =0.67,,,,,,,,,,,,,,,,,,,,,,,,
884,BERYL GROVE_00130,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,PILLANS ROAD_1201_id_464,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.34; sdi =1.42; age =18.7,mesh_cracks =1.11; shoving =1.03; potholes =1.03,,,,,,,,,,,,,,,,,,
886,CLAREMONT TERRACE_15_id_97,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,CHERTSEY KYLE ROAD_10185_id_118,Secondary Collector,seal,,,,ChipSeal,pdi =8.82; sdi =9.09; age =13.4,mesh_cracks =29.41; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =7.42; sdi =7.74; age =10,mesh_cracks =22.65; shoving =0.83; potholes =0.23,,,,,,
888,LOCK CRESCENT_133_id_3474,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,SEADOWN ROAD_6893_id_834,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.62; sdi =1.45; age =21.6,mesh_cracks =1.84; shoving =1.3; potholes =1.25,,,,,,,,,,,,,,,
890,OTUMOETAI ROAD_3133_id_437,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UH,pdi =53.02; sdi =26.83; age =21.7,mesh_cracks =82.95; shoving =14.95; potholes =2.64,,,,,,
891,RISE ROAD_7581_id_779,Secondary Collector,seal,,,,,,,,,,,,,ChipSeal,pdi =0.67; sdi =1.7; age =11.4,mesh_cracks =0.5; shoving =0.94; potholes =0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,RAKAIA BARRHILL METHVEN ROAD_285_id_493,Primary Collector,seal,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =5.07; sdi =4.04; age =9.4,mesh_cracks =12.53; shoving =0.7; potholes =0.1,,,,,,,,,,,,,,,,,,,,,
893,CHURCH ST & CLYDE ST ACCESS_864_id_1786,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,SHORT STREET_399_id_546,Access,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =1.01; sdi =1.16; age =10.3,mesh_cracks =1.4; shoving =0.81; potholes =0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,BLANDSWOOD ROAD_600_id_90,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.23; sdi =2.02; age =21.7,mesh_cracks =2.39; shoving =1.88; potholes =1.84,,,,,,,,,
896,ST LEONARDS RD_03245,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.56; sdi =1.41; age =12.1,mesh_cracks =2.17; shoving =0.97; potholes =0.34,,,,,,,,,,,,,,,,,,
897,PAPAMOA BEACH ROAD_4085_id_449,Arterial,seal,,,,,,,,,,,,,,,,ChipSeal,pdi =2.99; sdi =20.35; age =9.9,mesh_cracks =5.41; shoving =0.83; potholes =0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,BRENTWOOD STREET_00557,Secondary Collector,seal,,,,,,,,,,,,,ChipSeal,pdi =0.92; sdi =1.09; age =30,mesh_cracks =0.56; shoving =0.38; potholes =0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.2; sdi =2; age =10,mesh_cracks =1.46; shoving =0.85; potholes =0.41
899,WILLIAM NICHOLLS DR_0_id_4506,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,BERNARD STREET_4_id_52,Access,seal,,,,ChipSeal,pdi =3; sdi =3.8; age =13.7,mesh_cracks =0; shoving =0; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.36; sdi =1.63; age =10,mesh_cracks =1.2; shoving =0.83; potholes =0.41,,,,,,
901,MCCLELLAND ROAD_3771_id_586,Low Volume,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =2.08; sdi =2.55; age =17.5,mesh_cracks =2.13; shoving =1.82; potholes =1.81,,,,,,,,,
902,COURTNEY ROAD HLA (#6 - #10)_4_id_757,Low Volume,seal,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =0.8; sdi =1.63; age =28.9,mesh_cracks =0.71; shoving =0.66; potholes =0.66,,,,,,,,,,,,,,,,,,,,,,,,
903,SUNNY BAY ROAD_199_id_558,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,LONGVIEW ROAD_1000_id_533,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,ROLLING RIDGES ROAD_2206_id_790,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,OFFICE RD 2 EAST OF WINCHESTER ST_183_id_2942,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UM,pdi =51.7; sdi =32.66; age =18.1,mesh_cracks =104.41; shoving =3.5; potholes =2.73,,,,,,,,,,,,,,,
907,SEAFIELD ROAD_12_id_536,Primary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UH,pdi =44.54; sdi =35.78; age =15.7,mesh_cracks =113.79; shoving =3.58; potholes =2.8,SecondCoat,,
908,BOULDER LANE_13_id_1012,Access,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,TWEED ST SOUTH_1656_id_5640,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UH,pdi =62.27; sdi =34.46; age =10.1,mesh_cracks =112.8; shoving =0.82; potholes =0.1,,,,,,,,,
910,DONCASTER DRIVE_623_id_136,Secondary Collector,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,LINDISFARNE ST_1544_id_5467,Primary Collector,seal,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.52; sdi =0.74; age =9.1,mesh_cracks =1.57; shoving =0.7; potholes =0,,,,,,,,,,,,,,,,,,,,,,,,
912,HUMBER ST_131_id_5409,Access,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =3.5; sdi =0.93; age =14.1,mesh_cracks =1.59; shoving =0.95; potholes =0.33,,,
913,NORANA RD EXTN_00268,Secondary Collector,seal,,,,,,,,,,ChipSeal,pdi =0.74; sdi =0.65; age =15.2,mesh_cracks =1.61; shoving =0.23; potholes =0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,AORANGI ROAD_620_id_25,Secondary Collector,seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,FOURTEENTH AVENUE (WEST)_134_id_1327,Secondary Collector,seal,,,,,,,,,,ChipSeal,pdi =1.15; sdi =1.29; age =15.7,mesh_cracks =0.32; shoving =0.24; potholes =0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal,pdi =1.34; sdi =2.05; age =11,mesh_cracks =1.43; shoving =1; potholes =0.64
916,CRATER CLOSE_5_id_2121,Low Volume,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,TAURIKURA DRIVE/SHOPPING CENTRE RAB_0_id_2169,Arterial,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UH,pdi =53.35; sdi =27.93; age =27.7,mesh_cracks =85.98; shoving =32.27; potholes =3.99,,,,,,
